url/_text,url,pageUrl
A multi-robot coordination approach for autonomous runway Foreign Object Debris (FOD) clearance,http://www.sciencedirect.com/science/article/pii/S0921889015002171,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Leveraging area bounds information for autonomous decentralized multi-robot exploration,http://www.sciencedirect.com/science/article/pii/S0921889015001402,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
The -learning obstacle avoidance algorithm based on EKF-SLAM for NAO autonomous walking under unknown environments,http://www.sciencedirect.com/science/article/pii/S0921889015000858,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Road detection algorithm for Autonomous Navigation Systems based on dark channel prior and vanishing point in complex road scenes,http://www.sciencedirect.com/science/article/pii/S0921889015301925,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Optimal routing strategies for autonomous underwater vehicles in time-varying environment,http://www.sciencedirect.com/science/article/pii/S0921889013001620,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Experiments on sampling/patrolling with two Autonomous Underwater Vehicles,http://www.sciencedirect.com/science/article/pii/S0921889014002152,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Three-dimensional optimal path planning for waypoint guidance of an autonomous underwater vehicle,http://www.sciencedirect.com/science/article/pii/S0921889014002279,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Autonomous inspection of underwater structures,http://www.sciencedirect.com/science/article/pii/S0921889014002267,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
A hybrid approach for autonomous navigation of mobile robots in partially-known environments,http://www.sciencedirect.com/science/article/pii/S0921889015302992,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Vistas and parallel tracking and mapping with Wall–Floor Features: Enabling autonomous flight in man-made environments,http://www.sciencedirect.com/science/article/pii/S0921889014000542,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
An optimization based Moving Horizon Estimation with application to localization of Autonomous Underwater Vehicles,http://www.sciencedirect.com/science/article/pii/S0921889014000931,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Self calibration of multiple LIDARs and cameras on autonomous vehicles,http://www.sciencedirect.com/science/article/pii/S0921889016300173,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
"Design, implementation and validation of a stability model for articulated autonomous robotic systems",http://www.sciencedirect.com/science/article/pii/S0921889015300257,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Rescheduling policies for large-scale task allocation of autonomous straddle carriers under uncertainty at automated container terminals,http://www.sciencedirect.com/science/article/pii/S0921889013002352,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Unified framework for path-planning and task-planning for autonomous robots,http://www.sciencedirect.com/science/article/pii/S0921889016302184,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=1&hitCount=571&PREV_LIST=0&NEXT_LIST=2&view=c&md5=2605bac4c086b1e83c13ef8590bd5468&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomPrev=%3C%3C+Previous&displayPerPageFlag=f&resultsPerPage=200
Retraction notice to: “An autonomous all terrain robotic system for field demining missions” [Robot. Auton. Syst. 70 (2015) 126–144],http://www.sciencedirect.com/science/article/pii/S0921889015002936,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
A visual servoing approach for autonomous corridor following and doorway passing in a wheelchair,http://www.sciencedirect.com/science/article/pii/S0921889014002383,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Towards a unified multiresolution vision model for autonomous ground robots,http://www.sciencedirect.com/science/article/pii/S0921889015002262,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Autonomous navigation using received signal strength and bearing-only pseudogradient interpolation,http://www.sciencedirect.com/science/article/pii/S0921889015002432,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Special Issue on Intelligent Autonomous Systems,http://www.sciencedirect.com/science/article/pii/S0921889015002316,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Application of distributed predictive control to motion and coordination problems for unicycle autonomous robots,http://www.sciencedirect.com/science/article/pii/S0921889015001359,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Autonomous learning of disparity–vergence behavior through distributed coding and population reward: Basic mechanisms and real-world conditioning on a robot stereo head,http://www.sciencedirect.com/science/article/pii/S0921889015000093,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Enhancing fault tolerance of autonomous mobile robots,http://www.sciencedirect.com/science/article/pii/S0921889014003157,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
CSurvey—An autonomous optical inspection head for AUVs,http://www.sciencedirect.com/science/article/pii/S0921889014002243,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Direction-dependent optimal path planning for autonomous vehicles,http://www.sciencedirect.com/science/article/pii/S0921889015000214,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
RETRACTED: An autonomous all terrain robotic system for field demining missions,http://www.sciencedirect.com/science/article/pii/S0921889015000378,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
A synergetic approach to the conceptual design of Autonomous Underwater Vehicle,http://www.sciencedirect.com/science/article/pii/S0921889014001857,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Alignment in vision-based syntactic language games for teams of robots using stochastic regular grammars and reinforcement learning: The fully autonomous case and the human supervised case,http://www.sciencedirect.com/science/article/pii/S0921889014001985,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Autonomous robot path planning in dynamic environment using a new optimization technique inspired by bacterial foraging technique,http://www.sciencedirect.com/science/article/pii/S0921889014001274,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Performance analysis of fast marching-based motion planning for autonomous mobile robots in ITER scenarios,http://www.sciencedirect.com/science/article/pii/S0921889014002012,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Intelligent autonomous systems,http://www.sciencedirect.com/science/article/pii/S0921889014000980,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Autonomous tactile perception: A combined improved sensing and Bayesian nonparametric approach,http://www.sciencedirect.com/science/article/pii/S0921889013002285,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Autonomous online generation of a motor representation of the workspace for intelligent whole-body reaching,http://www.sciencedirect.com/science/article/pii/S0921889014000037,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
Trajectory optimization for autonomous mobile robots in ITER,http://www.sciencedirect.com/science/article/pii/S0921889014000104,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
A hierarchical approach for primitive-based motion planning and control of autonomous vehicles,http://www.sciencedirect.com/science/article/pii/S0921889013001978,http://www.sciencedirect.com/science?_ob=ArticleListURL&_method=tag&searchtype=a&refSource=search&_st=13&count=571&sort=r&filterType=&_chunk=0&hitCount=571&NEXT_LIST=1&view=c&md5=eef98cc3ffc15e4c80042520a024eed5&_ArticleListID=-1058611117&chunkSize=200&sisr_search=&TOTAL_PAGES=3&zone=exportDropDown&citation-type=RIS&format=cite-abs&bottomPaginationBoxChanged=&bottomNext=Next+%3E%3E&displayPerPageFlag=f&resultsPerPage=200
